asin,amazon_url
1954839367,https://www.amazon.com/dp/1954839367
0593138414,https://www.amazon.com/dp/0593138414
0593418573,https://www.amazon.com/dp/0593418573
141976294X,https://www.amazon.com/dp/141976294X
1516720008,https://www.amazon.com/dp/1516720008
1950968871,https://www.amazon.com/dp/1950968871
1401969925,https://www.amazon.com/dp/1401969925
B09WPP7R6S,https://www.amazon.com/dp/B09WPP7R6S
1665914351,https://www.amazon.com/dp/1665914351
1665924950,https://www.amazon.com/dp/1665924950
1250178614,https://www.amazon.com/dp/1250178614
0593652886,https://www.amazon.com/dp/0593652886
0593236599,https://www.amazon.com/dp/0593236599
0765387573,https://www.amazon.com/dp/0765387573
098971165X,https://www.amazon.com/dp/098971165X
1728276136,https://www.amazon.com/dp/1728276136
0593135229,https://www.amazon.com/dp/0593135229
1982186186,https://www.amazon.com/dp/1982186186
1524714755,https://www.amazon.com/dp/1524714755
0593651529,https://www.amazon.com/dp/0593651529
1952568404,https://www.amazon.com/dp/1952568404
B0B6XFT4RH,https://www.amazon.com/dp/B0B6XFT4RH
1646384377,https://www.amazon.com/dp/1646384377
1639731059,https://www.amazon.com/dp/1639731059
1639731091,https://www.amazon.com/dp/1639731091
1685392369,https://www.amazon.com/dp/1685392369
1639730974,https://www.amazon.com/dp/1639730974
1338801910,https://www.amazon.com/dp/1338801910
0063204169,https://www.amazon.com/dp/0063204169
1338878921,https://www.amazon.com/dp/1338878921
1639730958,https://www.amazon.com/dp/1639730958
1538742578,https://www.amazon.com/dp/1538742578
1639730990,https://www.amazon.com/dp/1639730990
1639731032,https://www.amazon.com/dp/1639731032
1639731075,https://www.amazon.com/dp/1639731075
1639731016,https://www.amazon.com/dp/1639731016
1368098045,https://www.amazon.com/dp/1368098045
1250892317,https://www.amazon.com/dp/1250892317
B0BCZLDJN4,https://www.amazon.com/dp/B0BCZLDJN4
1728274869,https://www.amazon.com/dp/1728274869
0593658361,https://www.amazon.com/dp/0593658361
B0BGGM9SGY,https://www.amazon.com/dp/B0BGGM9SGY
059333650X,https://www.amazon.com/dp/059333650X
B0BFV6D5FB,https://www.amazon.com/dp/B0BFV6D5FB
1523519363,https://www.amazon.com/dp/1523519363
1982141174,https://www.amazon.com/dp/1982141174
1648450911,https://www.amazon.com/dp/1648450911
1400336708,https://www.amazon.com/dp/1400336708
1728276373,https://www.amazon.com/dp/1728276373
B0BMSZSBKL,https://www.amazon.com/dp/B0BMSZSBKL
078523683X,https://www.amazon.com/dp/078523683X
B0BNZFV25S,https://www.amazon.com/dp/B0BNZFV25S
1338815288,https://www.amazon.com/dp/1338815288
B09QF9K7J3,https://www.amazon.com/dp/B09QF9K7J3
1728274273,https://www.amazon.com/dp/1728274273
1501171356,https://www.amazon.com/dp/1501171356
0063251981,https://www.amazon.com/dp/0063251981
1424566460,https://www.amazon.com/dp/1424566460
B0BSBJM798,https://www.amazon.com/dp/B0BSBJM798
0593235525,https://www.amazon.com/dp/0593235525
0593193822,https://www.amazon.com/dp/0593193822
0525559493,https://www.amazon.com/dp/0525559493
1419766945,https://www.amazon.com/dp/1419766945
0063344270,https://www.amazon.com/dp/0063344270
9354407269,https://www.amazon.com/dp/9354407269
0593420322,https://www.amazon.com/dp/0593420322
1424566142,https://www.amazon.com/dp/1424566142
1454952776,https://www.amazon.com/dp/1454952776
1915833094,https://www.amazon.com/dp/1915833094
163973175X,https://www.amazon.com/dp/163973175X
1728270111,https://www.amazon.com/dp/1728270111
0349132615,https://www.amazon.com/dp/0349132615
B0BYYH4WKR,https://www.amazon.com/dp/B0BYYH4WKR
1339042657,https://www.amazon.com/dp/1339042657
1639621520,https://www.amazon.com/dp/1639621520
B0C2RH7K8N,https://www.amazon.com/dp/B0C2RH7K8N
0593752252,https://www.amazon.com/dp/0593752252
0593655036,https://www.amazon.com/dp/0593655036
1433592517,https://www.amazon.com/dp/1433592517
1250178630,https://www.amazon.com/dp/1250178630
1665954884,https://www.amazon.com/dp/1665954884
1638543305,https://www.amazon.com/dp/1638543305
172829620X,https://www.amazon.com/dp/172829620X
1728296188,https://www.amazon.com/dp/1728296188
172829617X,https://www.amazon.com/dp/172829617X
0877797471,https://www.amazon.com/dp/0877797471
1433592304,https://www.amazon.com/dp/1433592304
1960790196,https://www.amazon.com/dp/1960790196
0008609217,https://www.amazon.com/dp/0008609217
1728296161,https://www.amazon.com/dp/1728296161
1668023482,https://www.amazon.com/dp/1668023482
0385550367,https://www.amazon.com/dp/0385550367
B0C91KFHH7,https://www.amazon.com/dp/B0C91KFHH7
B0C3YXH7Z8,https://www.amazon.com/dp/B0C3YXH7Z8
1728296196,https://www.amazon.com/dp/1728296196
B0BXN1TLYB,https://www.amazon.com/dp/B0BXN1TLYB
1523524367,https://www.amazon.com/dp/1523524367
1400341884,https://www.amazon.com/dp/1400341884
0593690192,https://www.amazon.com/dp/0593690192
1496744977,https://www.amazon.com/dp/1496744977
0997567368,https://www.amazon.com/dp/0997567368
1954839499,https://www.amazon.com/dp/1954839499
1984862057,https://www.amazon.com/dp/1984862057
0593712641,https://www.amazon.com/dp/0593712641
059379625X,https://www.amazon.com/dp/059379625X
1949759628,https://www.amazon.com/dp/1949759628
